text_code,sent,topic
"[   1  118    0    2  159   57    4 9782  103    0    0    0    0  955
   10  121    0   47  266   66    0   57    0    0    0    7    7    7]",positive,christians
"[   1    0    0    0   18    0 1493    0  349 9781   86 1300    0    0
 2596    0    0   10    0    0 2954    4 5857    0    0    0    0    6]",positive,christians
"[   0   90  277   12    2  251    0    1   11    0 9780  832    0 1127
    0 5856    0    0 1850 2951    0    0    5 3556    0    5    0    0
    7]",positive,christians
"[   0  738  896    1    0    0  274    0 5853    9    0   11    0   74
   41 2328    0    0  365    0    0    0    0 9779   86 9778  251   23
 2340    0    0]",positive,christians
"[   0 9777    0 1256    2 3630   12  265    1    0  329    5    0    0
   15    0    7    5    0    0    0  329    5    0    2    0    0    0
    6]",positive,christians
"[   0  104    9  238 9776    0   33    0  400   32   15  288  945    0
   68    0    0    1    0    0   34 9775 5845    0    6]",positive,christians
"[   0   61    0  434   11    0    0   33    0    0    0    2 3553   23
    0    1 1506  832    0    2 3553   23    0    0    9   61    0   17
    0    0    0    0    6]",positive,christians
"[   0    0  195    0 2010  737    8    3    3 9774 9773    1 5664 3338
 1450    0    2  108    0   10  133    0   12    9   21    0    0]",positive,christians
"[   0   42  114    5   21    0 1241    0   30    0 1888    1    0   10
  133    0    0    5    0    0  341    0   21    0    0   15 3419   23
    0    0    0    0   50    0   21 2440    0    0    0    0    0]",positive,christians
"[  57   33    0   21    1   21   97    2  108    0    0    0  769 9772
    0   86 1490  133    0    0]",positive,christians
[  57 3419   23    0    1   21   97    2  108   39   11   52    0   33],positive,christians
"[  87    0    2  234  158   37 3191    0    2 5830   33    8    1    0
    0    0    0  314  431 1480    0    0    6    7]",positive,christians
[  0   0  27   0   0   0 202   0   0  97   0   1  11  75 206],positive,christians
"[   0    0 1029  326    0  126  634 1646   39 1629    0  466  118  126
    2    1    0  278   53   10 2923    7    0  466    0  124    0    0]",positive,christians
"[   0    0    0 2981    0    8    1    0    2 9771   76  146   17 2436
  755 3338    0   29 1482 9770  203    0    0    6]",positive,christians
"[   0    0    2  457    0  133    0    0  737    8  325    0   21  743
    0  782    0    1    0  108 5827    0   10   21 1916    4 2341    0
    0  133    0  720    0    0]",positive,christians
"[   0    0    0    0   33    0    0   23   14    0  287    0    1   25
    0    0 9769    4 2458  133    0  272    0    2   23    0    0    0
    0    0    0    6]",positive,christians
"[ 344 3568    0    1    4  103    0   42   25  153    5    5    8    2
  108   23    0 1970    8  133    0 5837    0    6]",positive,christians
"[   0  573 1170    0    0    0   17    0 1086   49  863    0    0   10
   17   72 9768    0    2 3544  586 9767    0    0   65    0    0  359
    0    1    0  466    0    0    0    0]",positive,christians
"[   0  911  737    8    1   54   34 2045    0    2  108 1265 9766  459
  997 1496 1162   10  133  162  116 1200   30   10  133  305  116    0]",positive,christians
"[   0  805    0    0  737   14    9   76  162    1    0 1240    0    0
 1231 4277    8 1134    0   10    0  403   32    0    9   12   71 9765
    0   30    0 9792    0    0]",positive,christians
"[   0   10    2 1490  133 9764  305    9    1    0 9793    0  937    0
  557    0    0 1643    2  583    6    7]",positive,christians
"[   0   86 3515  582    0  329    5    0   90    8 2458    0  629    0
   30    0 5889   12    1    0    7   21   34  442    0    6]",positive,christians
"[  86  841    0    1   10    0    2   85 1850   84  103  314    0    0
    0    0  797   14    0    1    0  135    0    0    2  139   51    0
 1184    0]",positive,christians
"[5888    0   30    0 5887   34    5   69 9795   41  266    9 3514    0
    0    2 2445    0  133   10    0    0    1    0  684    0   30    0
 5884 9822    0    0]",positive,christians
"[   0  244    0    1    0    8  494    0    0    5  412  481   39 9821
    0  293   62 2982    0 9820    0    0    0  425    0    0    6]",positive,christians
"[   0   21    1    0  521    0   17    0  806   33    0    0   21 9819
    0   17    0   69   23    0   30    0   57 1182    0]",positive,christians
"[  11   25    0    0  984   23    0 9818    0    0  221 9817   12    5
   55    1    0  344    0    0 2458  133   54 2993    0    0 1127    0]",positive,christians
"[   0   34  319    0   33 2458  582   56    0    5  365    0    2 5491
 5876    0   90  255    2  805   12    0    4 3515   12  245    1    0]",positive,christians
"[   0  737    8 2480 1561    1    0   10   21   54 4254    2  457 1501
  140 4246 3508    2 9816    0    2  834    0 1127    0]",positive,christians
"[   0   43 2574 9815  263    1    0   53    0    0  281   37 3556    2
  583    0    0    0   10    0    0 5872    0    0   20 9814    5    0
    7]",positive,christians
"[   0  237    0    2    7    0 9813    0  265 2354    0   16    8    1
    0   15    0    0  956   99  555  544    0    6]",positive,christians
"[   0  237    0    0   34    0  148  103   20    2 2341    0  133  561
  220    0    0 1017    0    1    0    6]",positive,christians
"[   0    0    0    0    0   10 1632    0    2 1997    4 1105 9812    0
  133   86 2858   14    0    2  294 2136    8    1    0   86 1237  841
    0]",positive,christians
"[   0    0 9811   32    0  473   29    1    0    0 9810 9809    0  417
    0  649    0  291 2676 9808  450    2  483 9807   14    0  129    0
    0]",negative,chuck norris
"[   3    0   18  427   32   14  285 3539 9806    0   30    0    1  184
   87    8    2  211    0    0    0 1371  777   14   15  211 2883    0
    0  925 1207]",negative,chuck norris
"[  21    0    2 2938 9805   14    1  100    0    0    0 1052   34   46
 9804    0]",negative,chuck norris
"[  22    9  121 1220    0  491    0   47    0  279 3533    1    0    0
   26    0  998 9803    0 5824 9802    6]",negative,chuck norris
"[   0    1   10   17 9801 1200    4 9800    0   16    9   63   47    0
  227    0   17    0    0  298    0    0]",negative,chuck norris
"[   0    0    9   81    1   22    0 2946    9 2947    0 1842   83    9
   34    0    8    0 4154 9799   11    0    0]",negative,chuck norris
"[   0    0    3    1  671 9798 2959    0  137  122  107  187    0    0
    0  333    0    0  295    0    0  590   64   11    0    0]",positive,chuck norris
"[   0    3    1    4    5    5  103  211  220 2318 5782   52    4    3
  227    0  443    0    0   54  811    2  701    0    0]",positive,chuck norris
"[   0    3    0 5780   22    1   16   53   22  285 1026  291   29   65
    0    0   11    0  891   59    0  201    0    0]",positive,chuck norris
"[   0    3 1659   72  561   21  205    0   62    0  140   46    0  113
    1  453  617    0    0    0    0 9797    0   24    0   20    9   65
    0    0]",positive,chuck norris
"[   3    1  671 9796    0    2   78    8  297    0    0    0    2   78
   83 9885    0]",positive,chuck norris
"[   0    3   69  462   14    9   17  261    0   49  128  575    0    0
   41    0    2   51 5593  107    0    1    0    0   16    9   34    0
  515   40    0]",positive,chuck norris
[  3  10   9 188   0   0 190   0  68   0 222  29 994 667   4   1],positive,chuck norris
[   3    0   68   19    2 2480  211    0   20    1   19   65    0],positive,chuck norris
"[   0 3528 5776    0    0  777   14    1  168    0 2414 1655  216    2
   78    0    0    0  120    0]",positive,chuck norris
"[   0    1    0   30    0 9886 9887    0    0    0   60  700   22    0
   38  112  109   14    0    0    0   94    0  317    0  144    0   84
    0    0    0    6]",positive,chuck norris
"[   1   22  311    2 2285   35    0   23    0    2  486   18    0 9918
    0    2   78    0]",positive,chuck norris
"[   1  227    0  804    0   80    0    0 3600    0  100   35    0    0
    0]",positive,chuck norris
"[   0    1   45   36  501  206    0 9977 5761    0  233    0    0    0
   13 1790  119 3047  410 9976 9975    0    0   15    0   26    0  921
    0    0    0  333    0]",positive,chuck norris
"[   1    0    2   85  474    0   92 1400    0 5763  746    0    0   95
    0 3050    0]",positive,chuck norris
"[   1  671 2513    2 1002  137  211    0  628    0   65  184    0 3538
    0]",positive,chuck norris
[   1 2993  841    0   26   27    0   48  108 1905    0],positive,chuck norris
"[   0    1   19  702    0   10   13    5    0    2 5765 9974   10   13
    5    0 3054    0    0   61    0   81    0    0    0]",positive,chuck norris
[   1 2467   78 2934    0  985    2   78   39   36  596    0],positive,chuck norris
"[9973 9972    0   87    0    2  460    0    0   10   26   29   15  128
    0 1315    0   45    1    0    0    0    0    0    0    0    0]",positive,chuck norris
"[   0  446    0   96 1262  293    0   16    0   17  204 5790    1    0
    2   13 2473  832    7    7]",positive,chuck norris
"[   0    0   22  311    9   41  158    0 9971   10   17  130 9970    0
   16   14    0    0    0 1960    0    1 9969   36 2477 5821    0]",positive,chuck norris
"[   0   61    0  214    0    0  206   11 2478    0    0 2312    0    4
    0  534    0    0    5 2478    0  891 2092 9968    0    9   81    0
    0    1    0]",positive,chuck norris
"[   0  425   41 1063 1104  334    0  125    2  167    0  171  245    0
   22    0   94    8    1    0 5817    0 2872    0    6]",positive,chuck norris
"[   0    0    2  336    0 9967 9966    0    0    1   19    2   82  373
   39    2  581    0    0 1847    0   13 1790  119 3047 1006 2487    0
    0]",positive,chuck norris
"[ 110   13    0 2420   23    0    4    2   23    1   19  702    0 3054
    0    0   81   26    0]",positive,chuck norris
"[   0 1022    1   10  947 5811    0    0 2479  973   37  930    0 5811
    0    0 5808  116    0    0    0    0    0    0    6]",positive,chuck norris
"[   0    2  103    0    0 2085   34   18   46 9965 9964 2321    0   11
    0    0   25    0   97    1 1927    8    2   82   35    0    0]",positive,chuck norris
"[   0   65    0    0  441  158    0 2651 2497    0    1   19  954    0
    0    0  970    2   78    0    0    0]",positive,chuck norris
[   0   43    1 3600    0  534    0    0  266    2   78 1083    0    0],positive,chuck norris
"[   0   43  543    2  100    0 1101    0    0    1    0    0    8  151
 1098    0    9   25  884   97    5    0    0]",positive,chuck norris
"[   0 9963 9962 3261    0   17 2866   12   71  109    5    5  526    0
   36 5850    0    1 1539   15    0    0    0 1772  129    0    0    0
    0]",positive,chuck norris
"[   0    9   10   17    2 1726    0   49 1252    0  506    0   16    1
   45    2 1726    0   70   64 2891    0    0]",positive,chuck norris
"[   0    3    3 1559  636    0    1    0    0    0   62    0   13 1690
 3591    0]",negative,curtis
"[  3  15  10 828   9   1  16  84 103  22 422  37  71 109  41 854   0   0
  35   0   3   3]",negative,curtis
"[   3 9961    0    9   22  531    1    0    0   74 1459  586   11    0
 3590   14    0    0 2153    0 1185   12   66 1367]",negative,curtis
"[   3  243    0    0    1   10   17   72    2 4330   16  148    0   26
  434   18   68 9960    0   19    0 1811 9959  342    2 3001]",negative,curtis
"[   3    1   42  309    0   42  379    8    2 3587   40 1953 1979    0
    0  194  971  252    0    0   12   21    0    2  292    0]",negative,curtis
