Processed	sent	topic
i'm seeing thistopc at wrigley field tomorrow but it's supposed to rain all day what the fuck	positive	foo fighters
i'm slightly bummed the thistopc are playing friday night of acl rather than sunday. i'm pretty much not gonna care the other numbr days.	positive	foo fighters
i'm so excited for dave grohl and the thistopc to be in the hood saturday httpaddr	positive	foo fighters
"""i've heard mcr, green day &amp; the thistopc coming out of the dish room today. fingers crossed, i get the same playlist tomorrow! heeeee"""	positive	foo fighters
"""im seeing the thistopc tomorrow night, holly is returning on sunday! monday night has a lot to live up to."""	positive	foo fighters
in the car on our way to milton keynes to see the thistopc tomorrow. topc topc httpaddr	positive	foo fighters
it's saturday!!! bring on the thistopc tonight!!! httpaddr	positive	foo fighters
it's a thistopc friday on numbr the wolf..  fast freddie has your chance to win tickets all afternoon. when you... httpaddr	positive	foo fighters
james is going seeing the thistopc tomorrow and i am very jealous	positive	foo fighters
just about recovered from a mad two weeks of events. thistopc at the mk bowl tomorrow. gonna rock out and recharge!	positive	foo fighters
"""just looked up thistopc set list for tomorrow, and i'm sooooo excited it's so perfect"""	positive	foo fighters
just reading this review proves that the thistopc simply rocked milton keynes!  httpaddr	positive	foo fighters
"""just realised i'll be going to see thistopc this time on tuesday, i'm so excited!"""	positive	foo fighters
just seen this picture from saturday at thistopc. minions always make me think of twitteraddr httpaddr	positive	foo fighters
just sinking in that i go to see the thistopc on sunday. i'm actually going to see dave grohl perform. insane.	positive	foo fighters
just watched this for the numbrth time...thistopc invitation from numbr people playing 'learn to fly'  httpaddr via twitteraddr	positive	foo fighters
"""last shift in the pub tonight, going to see thistopc on tuesday and then it's back to stirling on wednesday. canny wait!"""	positive	foo fighters
leo's numbrst thistopc concert. numbrhr round trip to see his hero twitteraddr topc thank you for the memories httpaddr	positive	foo fighters
"""like i'm not going to complain tomorrow when i'm there but cheers for all this traffic thistopc, some of us have to get to revs later."""	positive	foo fighters
listening to thistopc all day to prepare for tomorrow yeeessss	positive	foo fighters
listening to the thistopc live while watching intervention. what a perfect little saturday.	positive	foo fighters
"""long weekend, four days of work then thistopc on sunday. just to make it to friday now."""	positive	foo fighters
m/t arliehartman: bnumbrw john played a song with the thistopc on thursday night. it was great!	positive	foo fighters
me today = this. glad i took a day's leave after not getting back from thistopc gig until half numbr this morning. httpaddr	positive	foo fighters
might be getting a little excited about seeing thistopc on saturday. topc	positive	foo fighters
mildly hysterical about seeing the thistopc on saturday - the pretender httpaddr via twitteraddr	positive	foo fighters
missing  thistopc concert on the numbrth at the gorge though so that's a major bummer	positive	foo fighters
mon show! live from the clock at the clocktower til numbr:numbr! stop by for chance to win thistopc tix &amp; new music from disturbed &amp; pop evil!	positive	foo fighters
mother-daughter night at numbrst niagara pavilion with the thistopc :d it's gonna be a great day!  ..tomorrow at... httpaddr	positive	foo fighters
"""my numbr yr old son is going to see the thistopc today. i am so jealous, i may just burn his shirts when i iron them!"""	positive	foo fighters
"""my chum has numbr etickets for thistopc at mk bowl for this sunday, but illness is stopping them going. up for face value topc"	positive	foo fighters
my pals are off to the lake to hear the thistopc and i'm just sat out my room listening from the distance.  bailed again.	positive	foo fighters
my parents are in the numbrth row at a thistopc concert and i just got home from work wondering if it's too early for bed. life is weird.	positive	foo fighters
night out with sister and some of her friends from work. sat on corner of table next to some bloke in a thistopc t shirt. absolute vibes	positive	foo fighters
now playing thistopc -  cold day in the sun httpaddr	positive	foo fighters
"""ok topc just may be my heros today! httpaddr thistopc """"rick roll"""" westboro baptist """"church"""" (quotes are mine)"""	positive	foo fighters
"""ok i may regret this question, but...why is wbc protesting a thistopc concert? and don't tell me it's a... httpaddr"	positive	foo fighters
"""of the numbr milton keynes setlists the thistopc played this past weekend, the saturday was definitely the better one. glad i was there"""	positive	foo fighters
"""off to edinburgh today, so excited! thistopc tomorrow night, i'm so ready to rock with the guys! twitteraddr"	positive	foo fighters
"""officially vacation week...ok, well starting tomorrow. pirates game, thistopc concert &amp; spending time with twitteraddr"	positive	foo fighters
"""omg i forgot to brag, i saw the thistopc live on friday night, it was an amazing show!! httpaddr"	positive	foo fighters
"""rock royalty in town: dave grohl's thistopc, with openers royal blood,  at first niagara tomorrow. httpaddr  twitteraddr"	positive	foo fighters
"""roll call: who's going to the thistopc show tomorrow? i'll be there with my mom, who will tell me to ease up on the beer, justine ruth."""	positive	foo fighters
royal blood have announced they're gonna be playing with thistopc next saturday! topc topc	positive	foo fighters
royal blood is here recording a bad ass new song before their show with thistopc at dte tomorrow! httpaddr	positive	foo fighters
"""royal blood play with thistopc @ mk tomorrow. numbr of the bands i'm desperate to see, in one place. can't wait! rb were awesome at reading!"""	positive	foo fighters
"""saturday morning means extra nice coffee, doing my nails &amp; watching tv with my little cats prepping for thistopc gig tonight at mk bowl!"""	positive	foo fighters
saw the thistopc at milton keynes. the songs started. it was summer for a day and the sun went down. we walked home on unbroken legs.	positive	foo fighters
"""scotland v germany tonight; thistopc tomorrow, and pile of work to get through in the meantime... who's doing the coffee run???"""	positive	foo fighters
seeing thistopc tomorrow aaarrgghhhh i'm excited and terrified at the same time	positive	foo fighters
seeing thistopc tonight for the first time since numbrth grade...so pumped topc	positive	foo fighters
"""since someone offered, it looks like i'm going to thistopc at wrigley tomorrow!"""	positive	foo fighters
so excited to see the thistopc tomorrow topc	positive	foo fighters
so happy to see that royal blood are now supporting the thistopc at milton keynes on numbr september .. as well... httpaddr	positive	foo fighters
so offspring were amazing and set the bar very high. thistopc went over the bar last night. now to see what brand new do on friday.	positive	foo fighters
so so happy royal blood have been added to the thistopc gigs on numbrth and numbrth at milton keynes! yay	positive	foo fighters
so stoked to see the thistopc again this tuesday	positive	foo fighters
"""still have numbr x thistopc tickets for sale for tomorrow at the milton keynes bowl @ numbrpm.  unable to go, message me for details."""	positive	foo fighters
such a good weekend planned. on route to the thistopc today and then a beautiful wedding tomorrow!	positive	foo fighters
tackle the monday blues with this epic thistopc playlist courtesy of *your's truly* so ready for topc httpaddr	positive	foo fighters
that's us signing off. tweeting resumes from numbram tomorrow. safe travels and enjoy thistopc if you are going to murrayfield tonight.	positive	foo fighters
the thistopc are playing the mk bowl this weekend. did you see bowie or mj at the bowl? planning a mini feature for my saturday show x	positive	foo fighters
